,taxa,genus,family,order,class
1507,332951,Halovivax,Natrialbaceae,Natrialbales,Halobacteria
1510,353799,Halostagnicola,Natrialbaceae,Natrialbales,Halobacteria
1512,367188,Haladaptatus,Halobacteriaceae,Halobacteriales,Halobacteria
1543,869896,Halonotius,Haloferacaceae,Haloferacales,Halobacteria
1544,871740,Halomarina,Halobacteriaceae,Halobacteriales,Halobacteria
1408,926359,Natronoarchaeum,Halobacteriaceae,Halobacteriales,Halobacteria
1448,1008195,Halopelagius,Haloferacaceae,Haloferacales,Halobacteria
786,1073987,Halorientalis,Halobacteriaceae,Halobacteriales,Halobacteria
1450,1075397,Halolamina,Haloferacaceae,Haloferacales,Halobacteria
1461,1377992,Halovenus,Halobacteriaceae,Halobacteriales,Halobacteria
980,235572,Candidatus Portiera,whitefly endosymbionts,Zymobacter group,Halomonadaceae
450,35838,Holophaga,Holophagaceae,Holophagales,Holophagae
521,44675,Geothrix,Holophagaceae,Holophagales,Holophagae
517,442869,Acanthopleuribacter,Acanthopleuribacteraceae,Acanthopleuribacterales,Holophagae
698,795750,Ignavibacterium,Ignavibacteriaceae,Ignavibacteriales,Ignavibacteria
34,1134403,Melioribacter,Melioribacteraceae,Ignavibacteriales,Ignavibacteria
454,363276,Ktedonobacter,Ktedonobacteraceae,Ktedonobacterales,Ktedonobacteria
905,172900,Victivallis,Victivallaceae,Victivallales,Lentisphaeria
998,256846,Lentisphaera,Lentisphaeraceae,Lentisphaerales,Lentisphaeria
955,2160,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria
280,2172,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria
1486,2179,Methanothermus,Methanothermaceae,Methanobacteriales,Methanobacteria
976,2316,Methanosphaera,Methanobacteriaceae,Methanobacteriales,Methanobacteria
857,145260,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria
960,2184,Methanococcus,Methanococcaceae,Methanococcales,Methanococci
1302,155862,Methanothermococcus,Methanococcaceae,Methanococcales,Methanococci
933,196118,Methanocaldococcus,Methanocaldococcaceae,Methanococcales,Methanococci
1482,196119,Methanotorris,Methanocaldococcaceae,Methanococcales,Methanococci
958,2175,Methanohalophilus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia
1321,2192,Methanocorpusculum,Methanocorpusculaceae,Methanomicrobiales,Methanomicrobia
1488,2195,Methanogenium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia
1571,2202,Methanospirillum,Methanospirillaceae,Methanomicrobiales,Methanomicrobia
961,2204,Methanomicrobium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia
962,2207,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia
1489,2220,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia
1490,2222,Methanosaeta,Methanosaetaceae,Methanosarcinales,Methanomicrobia
1136,45989,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia
1539,81416,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia
1411,101191,Methanomethylovorans,Methanosarcinaceae,Methanosarcinales,Methanomicrobia
1483,196136,Methanosalsum,Methanosarcinaceae,Methanosarcinales,Methanomicrobia
974,230355,Methanolacinia,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia
1516,395331,Methanoregula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia
1145,475087,Methanosphaerula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia
1381,570266,Methanocella,Methanocellaceae,Methanocellales,Methanomicrobia
1537,660063,Methermicoccus,Methermicoccaceae,Methanosarcinales,Methanomicrobia
268,2086,Anaeroplasma,Anaeroplasmataceae,Anaeroplasmatales,Mollicutes
270,2093,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
274,2129,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
275,2132,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes
277,2147,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes
954,2152,Asteroleplasma,Anaeroplasmataceae,Anaeroplasmatales,Mollicutes
426,33926,Candidatus Phytoplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes
1362,46238,Entomoplasma,Entomoplasmataceae,Entomoplasmatales,Mollicutes
1138,46239,Mesoplasma,Entomoplasmataceae,Entomoplasmatales,Mollicutes
1054,32,Myxococcus,Myxococcaceae,Cystobacterineae,Myxococcales
1099,40,Stigmatella,Cystobacteraceae,Cystobacterineae,Myxococcales
1355,42,Cystobacter,Cystobacteraceae,Cystobacterineae,Myxococcales
1522,47,Archangium,Cystobacteraceae,Cystobacterineae,Myxococcales
558,50,Chondromyces,Polyangiaceae,Sorangiineae,Myxococcales
577,53,Nannocystis,Nannocystaceae,Nannocystineae,Myxococcales
475,39643,Sorangium,Polyangiaceae,Sorangiineae,Myxococcales
708,83461,Corallococcus,Myxococcaceae,Cystobacterineae,Myxococcales
146,161492,Anaeromyxobacter,Anaeromyxobacteraceae,Cystobacterineae,Myxococcales
885,162027,Haliangium,Kofleriaceae,Nannocystineae,Myxococcales
967,224459,Byssovorax,Polyangiaceae,Sorangiineae,Myxococcales
284,224465,Kofleria,Kofleriaceae,Nannocystineae,Myxococcales
14,1055688,Sandaracinus,Sandaracinaceae,Sorangiineae,Myxococcales
121,1524214,Vulgatibacter,Vulgatibacteraceae,Cystobacterineae,Myxococcales
122,1524217,Labilithrix,Labilitrichaceae,Sorangiineae,Myxococcales
1473,1649470,Minicystis,unclassified Sorangiineae,Sorangiineae,Myxococcales
735,864,Pectinatus,Selenomonadaceae,Selenomonadales,Negativicutes
747,904,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes
749,906,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes
762,970,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes
307,2373,Acetonema,Sporomusaceae,Selenomonadales,Negativicutes
983,2375,Sporomusa,Sporomusaceae,Selenomonadales,Negativicutes
385,29465,Veillonella,Veillonellaceae,Veillonellales,Negativicutes
412,33024,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcales,Negativicutes
479,39948,Dialister,Veillonellaceae,Veillonellales,Negativicutes
572,52225,Mitsuokella,Selenomonadaceae,Selenomonadales,Negativicutes
1171,55506,Schwartzia,Selenomonadaceae,Selenomonadales,Negativicutes
695,78119,Succinispira,Acidaminococcaceae,Acidaminococcales,Negativicutes
1402,81463,Anaeromusa,Sporomusaceae,Selenomonadales,Negativicutes
1403,82202,Centipeda,Selenomonadaceae,Selenomonadales,Negativicutes
1237,82373,Anaerovibrio,Selenomonadaceae,Selenomonadales,Negativicutes
716,84034,Propionispira,Selenomonadaceae,Selenomonadales,Negativicutes
861,146813,Dendrosporobacter,Sporomusaceae,Selenomonadales,Negativicutes
119,151037,Anaerosinus,Sporomusaceae,Selenomonadales,Negativicutes
1299,151038,Anaeroarcus,Sporomusaceae,Selenomonadales,Negativicutes
129,156454,Anaeroglobus,Veillonellaceae,Veillonellales,Negativicutes
142,158846,Megamonas,Selenomonadaceae,Selenomonadales,Negativicutes
327,261684,Thermosinus,Sporomusaceae,Selenomonadales,Negativicutes
1086,365348,Pelosinus,Sporomusaceae,Selenomonadales,Negativicutes
1165,535,Chromobacterium,Chromobacterium group,Chromobacteriaceae,Neisseriales
1055,32014,Iodobacter,Chromobacterium group,Chromobacteriaceae,Neisseriales
621,596499,Nitriliruptor,Nitriliruptoraceae,Nitriliruptorales,Nitriliruptoria
916,179,Leptospirillum,Nitrospiraceae,Nitrospirales,Nitrospira
57,1234,Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospira
369,28261,Thermodesulfovibrio,Nitrospiraceae,Nitrospirales,Nitrospira
805,114185,Candidatus Carsonella,Zymobacter group,Halomonadaceae,Oceanospirillales
912,178440,Opitutus,Opitutaceae,Opitutales,Opitutae
1121,442430,Coraliomargarita,Puniceicoccaceae,Puniceicoccales,Opitutae
1230,76023,Halothece,Halothece cluster,Chroococcales,Oscillatoriophycideae
653,666508,Phycisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae
804,113,Gemmata,Planctomycetaceae,Planctomycetales,Planctomycetia
824,123,Pirellula,Planctomycetaceae,Planctomycetales,Planctomycetia
1459,127,Isosphaera,Isosphaeraceae,Planctomycetales,Planctomycetia
334,265487,Blastopirellula,Planctomycetaceae,Planctomycetales,Planctomycetia
1000,265488,Rhodopirellula,Planctomycetaceae,Planctomycetales,Planctomycetia
1093,380240,Candidatus Brocadia,Candidatus Brocadiaceae,Candidatus Brocadiales,Planctomycetia
1141,466152,Singulisphaera,Isosphaeraceae,Planctomycetales,Planctomycetia
1531,600332,Zavarzinella,Planctomycetaceae,Planctomycetales,Planctomycetia
1390,656899,Schlesneria,Planctomycetaceae,Planctomycetales,Planctomycetia
1305,1579506,Roseimaritima,Planctomycetaceae,Planctomycetales,Planctomycetia
894,1649453,Gimesia,Planctomycetaceae,Planctomycetales,Planctomycetia
896,1649480,Planctopirus,Planctomycetaceae,Planctomycetales,Planctomycetia
158,1649490,Rubinisphaera,Planctomycetaceae,Planctomycetales,Planctomycetia
1058,33055,Kinetoplastibacterium,unclassified Betaproteobacteria,Betaproteobacteria,Proteobacteria
798,112008,Ignatzschineria,unclassified Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
276,213485,Micavibrio,unclassified Alphaproteobacteria,Alphaproteobacteria,Proteobacteria
338,265980,Alkalimonas,unclassified Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
1001,268408,Rhodovarius,unclassified Alphaproteobacteria,Alphaproteobacteria,Proteobacteria
1057,327159,Candidatus Accumulibacter,unclassified Betaproteobacteria,Betaproteobacteria,Proteobacteria
1338,332652,Koukoulia,unclassified Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
1072,349742,Sedimenticola,unclassified Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
551,489140,Geminicoccus,unclassified Alphaproteobacteria,Alphaproteobacteria,Proteobacteria
614,582472,Wohlfahrtiimonas,unclassified Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
1273,991903,Polymorphum,unclassified Alphaproteobacteria,Alphaproteobacteria,Proteobacteria
847,1381133,Candidatus Profftella,unclassified Betaproteobacteria,Betaproteobacteria,Proteobacteria
1292,1434000,Eilatimonas,unclassified Alphaproteobacteria,Alphaproteobacteria,Proteobacteria
870,1524249,Pseudohongiella,unclassified Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
1074,352,Azotobacter,Azotobacter group,Pseudomonadaceae,Pseudomonadales
446,357,Agrobacterium,Rhizobium/Agrobacterium group,Rhizobiaceae,Rhizobiales
464,379,Rhizobium,Rhizobium/Agrobacterium group,Rhizobiaceae,Rhizobiales
360,28105,Sinorhizobium,Sinorhizobium/Ensifer group,Rhizobiaceae,Rhizobiales
1413,106591,Ensifer,Sinorhizobium/Ensifer group,Rhizobiaceae,Rhizobiales
694,780,Rickettsia,Rickettsieae,Rickettsiaceae,Rickettsiales
1269,953,Wolbachia,Wolbachieae,Anaplasmataceae,Rickettsiales
664,69474,Orientia,Rickettsieae,Rickettsiaceae,Rickettsiales
499,42255,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria
416,332162,Candidatus Solibacter,Solibacteraceae,Solibacterales,Solibacteres
262,2056,Sphaerobacter,Sphaerobacteraceae,Sphaerobacterineae,Sphaerobacterales
372,28453,Sphingobacterium,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
724,84567,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
495,416949,Parapedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
500,423349,Mucilaginibacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
1175,565005,Nubsella,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
754,929509,Solitalea,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
897,1649482,Pseudopedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
846,138,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia
99,146,Spirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia
133,157,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia
903,171,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia
1041,29521,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia
404,32205,Leptonema,Leptospiraceae,Leptospirales,Spirochaetia
1344,34096,Brevinema,Brevinemataceae,Brevinematales,Spirochaetia
1200,64895,Borreliella,Borreliaceae,Spirochaetales,Spirochaetia
1065,338321,Turneriella,Leptospiraceae,Leptospirales,Spirochaetia
1098,399320,Sphaerochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia
884,1616789,Salinispira,Spirochaetaceae,Spirochaetales,Spirochaetia
353,2753,Synergistes,Synergistaceae,Synergistales,Synergistia
1572,46613,Anaerobaculum,Synergistaceae,Synergistales,Synergistia
1142,47054,Dethiosulfovibrio,Synergistaceae,Synergistales,Synergistia
556,49894,Acetomicrobium,Synergistaceae,Synergistales,Synergistia
1234,81411,Aminomonas,Synergistaceae,Synergistales,Synergistia
1235,81461,Thermanaerovibrio,Synergistaceae,Synergistales,Synergistia
1236,81466,Aminobacterium,Synergistaceae,Synergistales,Synergistia
1035,290731,Aminiphilus,Synergistaceae,Synergistales,Synergistia
420,336260,Thermovirga,Synergistaceae,Synergistales,Synergistia
1356,428711,Jonquetella,Synergistaceae,Synergistales,Synergistia
1156,508459,Cloacibacillus,Synergistaceae,Synergistales,Synergistia
637,638847,Pyramidobacter,Synergistaceae,Synergistales,Synergistia
1293,1434006,Fretibacterium,Synergistaceae,Synergistales,Synergistia
655,670486,Dehalogenimonas,Dehalococcoidia,Chloroflexi,Terrabacteria group
1064,338191,Nitrosopumilus,Nitrosopumilaceae,Nitrosopumilales,Thaumarchaeota
504,42837,Ammonifex,Moorella group,Thermoanaerobacteraceae,Thermoanaerobacterales
514,44260,Moorella,Moorella group,Thermoanaerobacteraceae,Thermoanaerobacterales
968,2260,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci
969,2263,Thermococcus,Thermococcaceae,Thermococcales,Thermococci
1541,83867,Palaeococcus,Thermococcaceae,Thermococcales,Thermococci
906,1740,Thermodesulfobacterium,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria
986,241192,Thermodesulfatator,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria
229,191494,Conexibacter,Conexibacteraceae,Solirubrobacterales,Thermoleophilia
231,192992,Thermoleophilum,Thermoleophilaceae,Thermoleophilales,Thermoleophilia
267,207599,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia
1082,361607,Patulibacter,Patulibacteraceae,Solirubrobacterales,Thermoleophilia
1153,499,Thermomicrobium,Thermomicrobiaceae,Thermomicrobiales,Thermomicrobia
1498,2302,Thermoplasma,Thermoplasmataceae,Thermoplasmatales,Thermoplasmata
1521,46631,Picrophilus,Picrophilaceae,Thermoplasmatales,Thermoplasmata
1228,74968,Ferroplasma,Ferroplasmaceae,Thermoplasmatales,Thermoplasmata
1523,482135,Thermogymnomonas,unclassified Thermoplasmatales,Thermoplasmatales,Thermoplasmata
788,1080709,Methanomassiliicoccus,Methanomassiliicoccaceae,Methanomassiliicoccales,Thermoplasmata
830,1291539,Candidatus Methanomethylophilus,Methanomassiliicoccaceae,Methanomassiliicoccales,Thermoplasmata
1477,1747777,Cuniculiplasma,Cuniculiplasmataceae,Thermoplasmatales,Thermoplasmata
970,2268,Thermofilum,Thermofilaceae,Thermoproteales,Thermoprotei
1494,2270,Thermoproteus,Thermoproteaceae,Thermoproteales,Thermoprotei
1495,2276,Pyrobaculum,Thermoproteaceae,Thermoproteales,Thermoprotei
1323,2279,Staphylothermus,Desulfurococcaceae,Desulfurococcales,Thermoprotei
1497,2284,Sulfolobus,Sulfolobaceae,Sulfolobales,Thermoprotei
829,12914,Acidianus,Sulfolobaceae,Sulfolobales,Thermoprotei
1517,41980,Metallosphaera,Sulfolobaceae,Sulfolobales,Thermoprotei
1527,54247,Hyperthermus,Pyrodictiaceae,Desulfurococcales,Thermoprotei
1166,54253,Thermosphaera,Desulfurococcaceae,Desulfurococcales,Thermoprotei
1528,54258,Ignicoccus,Desulfurococcaceae,Desulfurococcales,Thermoprotei
783,105850,Acidilobus,Acidilobaceae,Acidilobales,Thermoprotei
1471,164450,Vulcanisaeta,Thermoproteaceae,Thermoproteales,Thermoprotei
934,200414,Caldisphaera,Caldisphaeraceae,Acidilobales,Thermoprotei
1339,334767,Ignisphaera,Desulfurococcaceae,Desulfurococcales,Thermoprotei
1148,477695,Thermogladius,Desulfurococcaceae,Desulfurococcales,Thermoprotei
979,2335,Thermotoga,Thermotogaceae,Thermotogales,Thermotogae
988,2420,Thermosipho,Fervidobacteriaceae,Thermotogales,Thermotogae
989,2422,Fervidobacterium,Fervidobacteriaceae,Thermotogales,Thermotogae
1022,28236,Petrotoga,Petrotogaceae,Petrotogales,Thermotogae
1433,42734,Thermopallium,Thermotogaceae,Thermotogales,Thermotogae
145,160798,Marinitoga,Petrotogaceae,Petrotogales,Thermotogae
1204,651456,Kosmotoga,Kosmotogaceae,Kosmotogales,Thermotogae
815,1184396,Mesotoga,Kosmotogaceae,Kosmotogales,Thermotogae
1295,1495038,Mesoaciditoga,Mesoaciditogaceae,Mesoaciditogales,Thermotogae
154,1643951,Pseudothermotoga,Thermotogaceae,Thermotogales,Thermotogae
398,31983,Helcococcus,Peptoniphilaceae,Tissierellales,Tissierellia
487,41273,Tissierella,Tissierellaceae,Tissierellales,Tissierellia
106,150022,Finegoldia,Peptoniphilaceae,Tissierellales,Tissierellia
150,162289,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia
886,162290,Gallicola,Peptoniphilaceae,Tissierellales,Tissierellia
168,165779,Anaerococcus,Peptoniphilaceae,Tissierellales,Tissierellia
322,253255,Soehngenia,Tissierellaceae,Tissierellales,Tissierellia
590,543311,Parvimonas,Peptoniphilaceae,Tissierellales,Tissierellia
1560,1273095,Anaerosphaera,Peptoniphilaceae,Tissierellales,Tissierellia
941,203804,Candidatus Blochmannia,ant endosymbionts,"ant, tsetse, mealybug, aphid, etc. endosymbionts",unclassified Enterobacteriaceae
600,568987,Candidatus Hamiltonella,aphid secondary symbionts,"ant, tsetse, mealybug, aphid, etc. endosymbionts",unclassified Enterobacteriaceae
565,511745,Methylacidiphilum,Methylacidiphilaceae,Methylacidiphilales,unclassified Verrucomicrobia
348,2735,Verrucomicrobium,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae
549,48463,Prosthecobacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae
309,239934,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae
1160,518753,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae
220,1884930,Maledivibacter ,Clostridiaceae,Clostridiales,?Clostridia
223,1906945,Parageobacillus,Bacillaceae, Bacillales,Bacilli
225,1911556,Sediminispirochaeta?,Spirochaetaceae,Spirochaetales,Spirochaetia
928,1912215,,,,
226,1912216,,,,
929,1912217,,,,
931,1937972,,,,
234,1960084,,,,
243,2004797,,,,
244,2005359,Faecalicatena,Lachnospiraceae,Clostridiales,Clostridia
939,2035349,,,,
252,2035811,,,,
254,2039240,Anaerotignum,Lachnospiraceae,Clostridiales,Clostridia
256,2042899,,,,
259,2048137,Agathobaculum,Ruminococcaceae,Clostridiales,Clostridia
263,2057233,Absiella,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia
271,2094023,,,,
963,2212691,,,,
964,2212731,,,,
291,2282523,,,,
292,2282740,,,,
293,2282741,,,,
294,2282742,Desulfofarcimen ,Peptococcaceae,Clostridiales,Clostridia
